DTE,MB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RINFLL,PM2.5
2018/2/2007:00,18,267,266,0.7,0,9
2018/2/2008:00,19.4,276,296,1.4,0,14
2018/2/2009:00,21,292,303,3.6,0,8
2018/2/2010:00,21.4,296,292,2.7,0,9
2018/2/2011:00,21.7,270,279,2.4,0,9
2018/2/2012:00,22.1,269,274,3.2,0,10
2018/2/2013:00,21.6,282,285,2.6,0,10
2018/2/2014:00,20.3,271,282,3,0,10
2018/2/2015:00,19.7,269,262,2.4,0,15
2018/2/2016:00,19.5,280,281,1.6,0,11
2018/2/2017:00,19.1,281,295,2.9,0,18
2018/2/2018:00,17.9,286,277,1.8,0,15
2018/2/2019:00,17.5,262,260,1.7,0,16
2018/2/2020:00,17.7,266,280,1.9,0,16
2018/2/2021:00,17.8,282,291,1.4,0,16
2018/2/2022:00,17.4,280,290,1.9,0,18
2018/2/2023:00,17.3,256,254,1.2,0,7
2018/2/2100:00,17.3,277,280,2.2,0,13
2018/2/2101:00,16.8,285,292,1.8,0,12
2018/2/2102:00,16.5,288,268,0.8,0,13
2018/2/2103:00,16.8,120,113,0.9,0,10
2018/2/2104:00,16.9,164,200,1.5,0,11
2018/2/2105:00,16.8,182,246,1.8,0,17
2018/2/2106:00,16.4,240,205,1.1,0,16
2018/2/2107:00,16.6,248,268,1.3,0,12
2018/2/2108:00,17.2,242,238,2,0,4
2018/2/2109:00,17.6,228,238,2,0,1
2018/2/2110:00,18,241,228,2.1,0,1
2018/2/2111:00,18,239,254,2,0,8
2018/2/2112:00,17.9,243,232,1.2,0,13
2018/2/2113:00,18.4,126,80,2.9,0,11
2018/2/2114:00,19.5,50,50,2.3,0,6
2018/2/2115:00,19.5,65,76,2.6,0,1
2018/2/2116:00,19,83,107,2.7,0,6
2018/2/2117:00,18.2,106,104,3.1,0,1
2018/2/2118:00,18,101,91,2.1,0,1
2018/2/2119:00,18.1,103,122,2.4,0,5
2018/2/2120:00,17.9,115,111,2.5,0,5
2018/2/2121:00,17.8,111,102,2,0,13
2018/2/2122:00,17.6,104,99,1.9,0,1
2018/2/2123:00,17.7,102,106,1.6,0,1
2018/2/2200:00,17.5,83,49,4.4,0,1
2018/2/2204:00,15.9,234,216,1.5,0,11
2018/2/2205:00,15.8,354,70,2.3,0,6
2018/2/2206:00,16.1,63,69,1.9,0,16
2018/2/2207:00,16.4,72,71,3,0,7
2018/2/2208:00,16.8,54,47,2.4,0,21
2018/2/2209:00,17.2,54,50,2.4,0,9
2018/2/2210:00,17.5,75,104,2.3,0,16
2018/2/2211:00,17.6,74,82,3.1,0,1
2018/2/2220:00,15.3,51,51,1.9,0,8
2018/2/2221:00,15.8,77,39,2.1,0,4
2018/2/2300:00,15.1,139,97,2.1,0,8
2018/2/2301:00,15.4,78,83,1,0,4
2018/2/2302:00,15.6,90,29,1.3,0,9
2018/2/2303:00,15.3,91,117,1.7,0,7
2018/2/2304:00,15.7,94,111,1.5,0,11
2018/2/2306:00,15.9,101,98,2.9,0,14
2018/2/2307:00,16.1,94,70,2,0,14
2018/2/2308:00,16.8,101,96,4,0,14
2018/2/2309:00,17.5,102,100,4.1,0,14
2018/2/2310:00,18,97,93,4.2,0,696
2018/2/2311:00,18,97,99,5.9,0,2
2018/2/2312:00,18.9,97,106,4.5,0,2
2018/2/2313:00,18.6,98,99,4.6,0,2
2018/2/2314:00,18.4,96,93,4,0,22
2018/2/2315:00,18.4,95,92,4.3,0,22
2018/2/2316:00,18.3,99,104,4.7,0,29
2018/2/2317:00,18,99,93,3.5,0,24
2018/2/2318:00,17.9,98,98,4.5,0,26
2018/2/2319:00,18.2,96,94,2.8,0,28
2018/2/2320:00,18.5,96,106,2.8,0,25
2018/2/2321:00,18.9,97,98,2.7,0,26
2018/2/2322:00,19.5,90,87,2.4,0,18
2018/2/2323:00,19.8,84,90,1.5,0,14
2018/2/2400:00,20.2,72,63,1.8,0,13
2018/2/2401:00,20.4,54,72,0.7,0,14
2018/2/2402:00,20.5,104,202,1.3,0,9
2018/2/2403:00,19,198,219,1.2,0,14
2018/2/2404:00,18.8,23,110,0.6,0,22
2018/2/2405:00,18.8,143,116,0.8,0,24
2018/2/2406:00,18.4,231,302,1,0,20
2018/2/2407:00,18.3,265,255,1,0,28
2018/2/2408:00,18.9,282,305,3.4,0,29
2018/2/2409:00,17.7,277,268,4,0,35
2018/2/2410:00,17,268,278,2.1,0,24
2018/2/2411:00,17.2,212,216,1.4,0,33
2018/2/2412:00,18,146,258,0.8,0,42
2018/2/2413:00,18.9,258,242,1.6,0,53
2018/2/2414:00,19.2,284,288,2.9,0,51
2018/2/2415:00,18,281,272,1.9,0,47
2018/2/2416:00,17.8,253,259,1.6,0,47
2018/2/2417:00,17.9,242,278,0.9,0,45
2018/2/2418:00,17.8,250,266,0.7,0,42
2018/2/2419:00,17.5,288,304,1.5,0,36
2018/2/2420:00,16.6,249,184,0.7,0,46
2018/2/2421:00,16.3,232,235,0.6,0,45
2018/2/2422:00,16.4,248,225,0.6,0,50
2018/2/2423:00,16.2,238,216,0.6,0,45
2018/2/2500:00,16.1,273,287,1.4,0,35
2018/2/2501:00,16.1,274,248,0.6,0,29
2018/2/2502:00,15.9,182,189,0.7,0,22
2018/2/2503:00,15.9,196,234,1.1,0,27
2018/2/2504:00,16,294,301,0.8,0,20
2018/2/2505:00,16,285,286,1.1,0,22
2018/2/2506:00,16,247,136,0.7,0,23
2018/2/2508:00,16.7,220,189,0.4,0,21
2018/2/2510:00,17.1,220,281,1.3,0,24
2018/2/2511:00,16.4,264,271,1.1,0,12
2018/2/2513:00,16.5,239,190,1,0,2
2018/2/2514:00,16.5,245,284,0.8,0,7
2018/2/2517:00,16.1,214,231,1.5,0,6
2018/2/2519:00,15.9,220,238,1,0,6
2018/2/2522:00,15.7,229,241,3,0,3
2018/2/2523:00,15.8,216,189,1,0,8
2018/2/2601:00,15.6,234,247,1,0,11
2018/2/2602:00,15.6,259,224,1.2,0,8
2018/2/2603:00,15.6,270,39,0.9,0,9
2018/2/2604:00,15.7,304,337,0.7,0,5
2018/2/2605:00,15.7,23,270,0.6,0,10
2018/2/2606:00,15.8,318,291,0.9,0,9
2018/2/2607:00,16.5,118,102,1.4,0,15
2018/2/2608:00,17.6,95,97,1.8,0,12
2018/2/2609:00,18,89,94,2.5,0,15
2018/2/2610:00,18.6,67,66,2.6,0,14
2018/2/2611:00,19.3,59,61,2.8,0,22
2018/2/2612:00,19.7,66,95,3.5,0,20
2018/2/2613:00,19.7,87,74,3.4,0,24
2018/2/2614:00,19,87,75,2.7,0,14
2018/2/2615:00,18.8,90,96,3.7,0,21
2018/2/2616:00,18.6,93,91,3.1,0,12
2018/2/2617:00,18,96,93,3,0,23
2018/2/2618:00,17.8,97,94,3.8,0,11
2018/2/2619:00,18.2,98,100,3.6,0,18
2018/2/2620:00,18.6,99,103,3.6,0,18
2018/2/2621:00,18.8,94,90,2.9,0,22
2018/2/2623:00,18.9,88,90,2.5,0,13
2018/2/2700:00,19.1,78,87,2.7,0,17
2018/2/2701:00,19.6,88,92,2.7,0,11
2018/2/2702:00,19.9,88,88,1.3,0,16
2018/2/2703:00,20.1,93,98,1.4,0,11
2018/2/2704:00,20.1,88,68,1.1,0,15
2018/2/2705:00,19.9,87,115,0.8,0,14
2018/2/2706:00,19.8,104,86,1.2,0,11
2018/2/2707:00,20.9,123,187,1.2,0,2
2018/2/2708:00,22.1,126,111,1.7,0,8
2018/2/2709:00,23.9,110,118,2,0,14
2018/2/2710:00,25.1,161,245,1.3,0,32
2018/2/2711:00,24.7,295,292,4.3,0,22
2018/2/2712:00,23.7,295,297,4,0,34
2018/2/2713:00,21.8,290,291,3.9,0,24
2018/2/2714:00,21,287,282,2.1,0,36
2018/2/2715:00,20.5,293,296,3,0,33
2018/2/2716:00,19.6,289,290,2.6,0,35
2018/2/2717:00,18.9,280,283,1.7,0,33
2018/2/2718:00,18.5,269,256,0.9,0,30
2018/2/2719:00,18.1,274,299,0.9,0,34
2018/2/2720:00,17.6,269,153,0.7,0,32
2018/2/2721:00,17.4,184,124,0.8,0,44
2018/2/2722:00,18,106,25,0.5,0,47
2018/2/2723:00,17.6,286,293,0.9,0,48
2018/2/2800:00,17.2,280,247,0.6,0,43
2018/2/2801:00,17.2,313,325,1.2,0,39
2018/2/2802:00,17,204,182,0.8,0,46
2018/2/2803:00,16.7,258,191,0.4,0,47
2018/2/2804:00,16.7,281,275,0.8,0,46
2018/2/2805:00,16.6,270,176,0.5,0,41
2018/2/2806:00,16.9,179,54,0.4,0,36
2018/2/2807:00,17.7,126,136,1.1,0,29
2018/2/2808:00,19.1,200,161,0.6,0,33
2018/2/2816:00,19.5,32,81,1,0,20
2018/2/2817:00,20.5,37,310,1.3,0,22
2018/2/2818:00,20.5,347,8,1.3,0,14
2018/2/2819:00,20.2,120,100,1,0,11
2018/2/2820:00,19.2,58,244,1.2,0,11
2018/2/2821:00,18.4,294,311,0.9,0,17
2018/2/2822:00,18.1,26,99,0.9,0,15
2018/2/2823:00,18.1,87,230,0.5,0,21
2018/3/100:00,17.6,143,75,0.6,0,13
2018/3/102:00,16.1,291,251,0.5,0,15
2018/3/103:00,15.7,246,237,0.6,0,20
2018/3/104:00,15.4,298,62,0.5,0,18
2018/3/105:00,15.3,198,205,0.4,0,7
2018/3/107:00,16.1,304,288,0.9,0,6
2018/3/108:00,19,80,87,2.8,0,13
2018/3/109:00,23.1,70,83,3.5,0,11
2018/3/110:00,25.1,58,52,3.9,0,5
2018/3/111:00,26.6,61,73,3.3,0,1
2018/3/112:00,27.2,84,95,2.6,0,9
2018/3/113:00,27.2,87,88,3.7,0,9
2018/3/114:00,26.6,96,91,4.3,0,25
2018/3/115:00,26.2,99,103,4.2,0,13
2018/3/116:00,24.7,87,83,2.9,0,17
2018/3/117:00,23.6,87,85,2.4,0,1
2018/3/118:00,22.9,90,86,2.7,0,13
2018/3/119:00,22.6,83,83,2.9,0,19
2018/3/120:00,22.7,67,64,2,0,20
2018/3/121:00,22.8,67,60,2.9,0,11
2018/3/122:00,22.9,78,76,2.2,0,5
2018/3/123:00,23,77,83,2.2,0,3
2018/3/200:00,22.8,79,47,1.9,0,3
2018/3/201:00,22.8,84,76,2.4,0,1
2018/3/202:00,22.7,77,41,1.6,0,6
2018/3/203:00,22.5,83,71,1.8,0,1
2018/3/204:00,22.5,79,76,1.5,0,1
2018/3/205:00,22.5,83,81,1,0,1
2018/3/206:00,22.6,79,90,0.6,0,1
2018/3/207:00,23.1,97,119,1,0,1
2018/3/208:00,24.1,111,118,0.7,0,1
2018/3/209:00,24.7,160,198,0.8,0,1
2018/3/210:00,25.3,255,271,1.4,0,11
2018/3/211:00,24.6,291,282,2.9,0,17
2018/3/212:00,24,279,273,2.6,0,41
2018/3/213:00,25.7,271,275,2.5,0,43
2018/3/214:00,26.5,285,292,2.6,0,56
2018/3/215:00,25.5,277,257,2.3,0,43
2018/3/216:00,23.2,268,271,2.8,0,47
2018/3/217:00,21.1,272,247,1.1,0,51
2018/3/218:00,20.4,239,240,1.2,0,51
2018/3/219:00,20.1,232,219,0.8,0,67
2018/3/220:00,19.8,233,184,1,0,84
2018/3/221:00,19.7,252,294,0.9,0,109
2018/3/222:00,19.7,292,309,1.6,0,106
2018/3/223:00,19.1,284,263,1.4,0,90
2018/3/300:00,18.7,212,226,0.9,0,67
2018/3/301:00,18.7,223,170,0.4,0,65
2018/3/302:00,18.7,275,274,1.1,0,68
2018/3/303:00,18.7,267,209,0.9,0,64
2018/3/304:00,18.7,211,282,0.5,0,64
2018/3/305:00,19,236,280,0.8,0,55
2018/3/306:00,18.9,292,278,2.5,0,68
2018/3/307:00,19,280,289,1,0,62
2018/3/308:00,19.6,285,290,1.9,0,71
2018/3/309:00,19.6,285,291,0.9,0,51
2018/3/310:00,21.1,256,251,0.9,0,61
2018/3/311:00,23.5,266,238,2,0,46
2018/3/312:00,23.9,300,287,1.7,0,62
2018/3/313:00,24.8,312,313,1,0,63
2018/3/314:00,25.8,61,103,1.1,0,66
2018/3/315:00,27,109,162,1.3,0,66
2018/3/316:00,27,94,41,1.5,0,50
2018/3/317:00,26.9,33,242,1.6,0,57
2018/3/318:00,23.8,258,223,1.1,0,47
2018/3/319:00,22,219,279,1,0,52
2018/3/320:00,21.3,253,146,0.4,0,47
2018/3/321:00,20.9,190,268,0.6,0,54
2018/3/322:00,20.9,256,289,0.7,0,41
2018/3/323:00,21.1,252,286,0.9,0,43
2018/3/400:00,21.1,353,95,1.4,0,36
2018/3/401:00,21.3,177,252,0.5,0,47
2018/3/402:00,21.5,106,105,0.6,0,32
2018/3/403:00,21.5,109,142,0.5,0,33
2018/3/404:00,21.4,248,287,1.1,0,25
2018/3/405:00,21.2,155,276,0.9,0,26
2018/3/406:00,21,221,147,0.8,0,27
2018/3/407:00,21.8,146,125,1,0,16
2018/3/408:00,22.8,199,66,1,0,35
2018/3/409:00,25.4,227,244,1.9,0,25
2018/3/410:00,28.1,226,215,1,0,31
2018/3/411:00,29.3,289,291,2.3,0,34
2018/3/412:00,28.8,288,300,2.5,0,47
2018/3/413:00,28.1,289,276,2.7,0,58
2018/3/414:00,26.8,292,287,1.8,0,44
2018/3/415:00,26,306,320,3.9,0,41
2018/3/416:00,25.3,321,302,0.9,0,32
2018/3/417:00,25.7,208,229,0.7,0,28
2018/3/418:00,25.3,71,36,1.8,0,23
2018/3/419:00,25.1,102,110,1.5,0,25
2018/3/420:00,24.6,108,100,1.5,0,26
2018/3/421:00,24.8,88,13,1.8,0,32
2018/3/422:00,26.2,46,62,1.8,0,33
2018/3/423:00,26.1,203,231,1.3,0,34
2018/3/500:00,25.1,306,285,2.5,0,33
2018/3/501:00,24.5,258,237,2.5,0,35
2018/3/502:00,23.3,255,356,1.2,0,36
2018/3/503:00,23.2,356,286,0.6,0,36
2018/3/504:00,23.2,143,170,1.2,0,42
2018/3/505:00,23.5,120,168,0.5,0,40
2018/3/506:00,23.7,143,108,1.1,0,36
2018/3/507:00,24.1,217,121,0.9,0,34
2018/3/508:00,24.8,340,254,0.5,0,34
2018/3/510:00,28.9,254,290,2.2,0,53
2018/3/511:00,27.3,314,321,5,0,56
2018/3/512:00,24.7,311,319,3.7,0,36
2018/3/513:00,23.6,305,303,2.2,0,28
2018/3/514:00,24.2,247,207,1.2,0,20
2018/3/515:00,25.1,149,304,1,0,23
2018/3/516:00,24.4,278,248,1.4,0,36
2018/3/517:00,22.4,235,281,1.1,0,28
2018/3/520:00,18.2,76,1,1.9,0,12
2018/3/521:00,17.5,141,98,2.5,0,10
2018/3/522:00,17.6,78,71,2.6,0,4
2018/3/523:00,17.7,48,50,5.2,0,6
2018/3/600:00,17.8,52,42,3.7,0,3
2018/3/601:00,17.7,56,45,3.8,0,2
2018/3/602:00,17.6,57,60,2.6,0,11
2018/3/603:00,17.7,45,61,2.6,0,6
2018/3/604:00,17.5,70,85,2.3,0,12
2018/3/605:00,17.6,56,82,2.1,0,3
2018/3/606:00,17.6,69,68,3,0,11
2018/3/607:00,17.9,90,101,3.4,0,5
2018/3/608:00,18.3,97,106,2.6,0,9
2018/3/609:00,19,94,98,2.2,0,7
2018/3/610:00,19.6,103,99,3,0,7
2018/3/611:00,20.3,99,106,2.7,0,8
2018/3/612:00,21.2,84,95,3.4,0,3
2018/3/613:00,20.8,98,101,3.1,0,3
2018/3/614:00,20.2,100,104,2.9,0,1
2018/3/615:00,19.8,99,100,3.3,0,1
2018/3/616:00,19.3,101,101,3.8,0,8
2018/3/617:00,18.6,101,112,2.6,0,6
2018/3/618:00,18.4,104,95,2.4,0,11
2018/3/619:00,18.6,100,104,2.4,0,7
2018/3/620:00,18.5,97,105,2.3,0,8
2018/3/621:00,18.3,110,105,3.3,0,10
2018/3/622:00,18.2,103,103,3.8,0,6
2018/3/623:00,18.4,99,89,2.9,0,8
2018/3/700:00,18.8,102,104,3.1,0,3
2018/3/701:00,18.9,101,103,3.1,0,3
2018/3/702:00,19,93,101,2.6,0,5
2018/3/703:00,19,102,97,3,0,1
2018/3/704:00,18.9,101,104,2.9,0,1
2018/3/705:00,18.7,103,104,3.8,0,1
2018/3/706:00,18.6,106,110,4,0,7
2018/3/707:00,19.6,99,92,3.9,0,15
2018/3/708:00,21,99,101,3,0,13
2018/3/709:00,23.2,89,79,2.6,0,19
2018/3/710:00,24.4,62,98,3.6,0,22
2018/3/711:00,25.5,65,68,2.3,0,21
2018/3/712:00,26.1,58,65,2.2,0,17
2018/3/713:00,27.3,93,102,2.5,0,14
2018/3/714:00,26.8,100,67,2.1,0,17
2018/3/715:00,26.6,126,169,1.4,0,10
2018/3/716:00,24.1,287,282,4.4,0,1
2018/3/718:00,17.8,296,2,0.9,0,8
2018/3/720:00,17.4,242,294,1.2,0,9
2018/3/721:00,17.5,266,270,1.1,0,13
2018/3/722:00,17.5,242,235,1,0,7
2018/3/805:00,16.1,351,334,1.7,0,7
2018/3/806:00,16,170,215,1.3,0,5
2018/3/807:00,15.2,215,219,1.7,0,7
2018/3/811:00,14.6,208,228,1.2,0,1
2018/3/812:00,14.7,246,266,2.8,0,2
2018/3/813:00,14.5,331,343,1.9,0,5
2018/3/814:00,14.1,4,146,1.2,0,11
2018/3/815:00,14,201,225,1.8,0,3
2018/3/817:00,13.1,237,196,1.4,0,3
2018/3/823:00,12.4,205,196,1.6,0,23
2018/3/900:00,13,209,215,1.2,0,30
2018/3/901:00,13.3,22,18,2,0,36
2018/3/902:00,13.3,163,146,1.4,0,37
2018/3/903:00,13.2,196,152,1.3,0,38
2018/3/904:00,13.1,234,26,2.6,0,38
2018/3/905:00,13.6,35,33,3.7,0,39
2018/3/906:00,13.8,31,41,2.9,0,47
2018/3/907:00,14.1,39,37,3.4,0,57
2018/3/908:00,14.4,38,39,4.1,0,61
2018/3/909:00,14.6,30,38,5.7,0,55
2018/3/910:00,15,32,33,7.2,0,736
2018/3/911:00,14.9,37,33,7,0,47
2018/3/912:00,15.6,38,35,4.2,0,43
2018/3/913:00,16,33,30,4.7,0,40
2018/3/914:00,15.9,28,31,5.6,0,19
2018/3/915:00,15.4,37,40,4.9,0,25
2018/3/916:00,14.6,36,35,4.8,0,18
2018/3/917:00,14.2,39,38,4.2,0,27
2018/3/918:00,14,39,40,2.6,0,24
2018/3/919:00,14.1,48,66,1.8,0,20
2018/3/920:00,13.9,86,101,1.7,0,16
2018/3/921:00,13.7,86,84,1.9,0,14
2018/3/922:00,14.1,41,39,2.7,0,10
2018/3/923:00,14.3,44,53,2,0,11
2018/3/1000:00,14.1,64,52,2.4,0,9
2018/3/1001:00,14,88,142,2.7,0,12
2018/3/1002:00,13.8,140,138,2,0,13
2018/3/1003:00,13.4,147,141,0.7,0,8
2018/3/1004:00,12.9,146,120,1.6,0,6
2018/3/1005:00,13.7,109,136,1.3,0,4
2018/3/1006:00,13.2,150,117,2.2,0,8
2018/3/1007:00,15.6,103,77,2,0,13
2018/3/1008:00,19,69,52,3.8,0,11
2018/3/1009:00,19.6,47,45,4.2,0,11
2018/3/1010:00,20.2,46,36,4.3,0,6
2018/3/1011:00,21.1,49,48,4.4,0,6
2018/3/1012:00,22.1,45,47,3.8,0,9
2018/3/1013:00,22,48,60,3.5,0,7
2018/3/1014:00,21.8,45,47,4,0,13
2018/3/1015:00,20.9,45,55,3.9,0,3
2018/3/1016:00,19.9,50,50,4.3,0,8
2018/3/1017:00,18.7,47,54,3,0,2
2018/3/1018:00,17,70,52,2.4,0,11
2018/3/1019:00,16.4,69,63,2.2,0,6
2018/3/1020:00,16.5,59,61,2.6,0,10
2018/3/1021:00,16.5,59,54,3.5,0,3
2018/3/1022:00,16.8,58,53,3,0,8
2018/3/1023:00,16.8,60,85,2.2,0,10
2018/3/1100:00,16.7,92,91,2.5,0,9
2018/3/1101:00,16.6,72,64,2,0,16
2018/3/1102:00,16.8,66,73,2.4,0,13
2018/3/1103:00,16.8,74,89,1.9,0,12
2018/3/1104:00,16.6,84,95,1.8,0,7
2018/3/1105:00,16.6,86,87,1.9,0,1
2018/3/1106:00,16.9,81,83,1.7,0,6
2018/3/1107:00,19.7,83,98,2.4,0,9
2018/3/1108:00,22,92,95,4.1,0,16
2018/3/1109:00,22.8,103,109,4.8,0,18
2018/3/1110:00,23.7,100,86,3.5,0,7
2018/3/1111:00,24.7,105,99,3.8,0,1
2018/3/1112:00,25.6,118,88,4,0,2
2018/3/1113:00,26.1,119,130,3.3,0,8
2018/3/1114:00,25.6,121,119,4.1,0,17
2018/3/1115:00,25.4,125,119,3.9,0,10
2018/3/1116:00,24.5,109,107,3.7,0,8
2018/3/1117:00,22.9,104,100,2.2,0,8
2018/3/1118:00,20.7,89,88,2.2,0,11
2018/3/1119:00,19.8,91,96,2.1,0,11
2018/3/1120:00,19.3,92,95,2,0,5
2018/3/1121:00,19.4,89,89,1.7,0,5
2018/3/1122:00,19.1,79,81,1.6,0,7
2018/3/1123:00,19,69,65,1.5,0,4
2018/3/1200:00,18.4,51,42,1.6,0,5
2018/3/1201:00,18.3,53,66,1.3,0,3
2018/3/1202:00,17.5,84,101,0.9,0,20
2018/3/1203:00,16.7,134,129,0.7,0,16
2018/3/1204:00,16.1,121,153,0.5,0,18
2018/3/1205:00,15.3,121,130,0.7,0,1
2018/3/1206:00,15.1,121,129,0.7,0,4
2018/3/1207:00,18,127,155,0.9,0,4
2018/3/1208:00,22,198,225,1.2,0,18
2018/3/1209:00,25.3,228,221,1.1,0,15
2018/3/1210:00,27.3,220,218,1.1,0,17
2018/3/1211:00,28.1,235,261,2.4,0,2
2018/3/1212:00,26.8,295,292,3.5,0,8
2018/3/1213:00,25.6,291,292,4,0,12
2018/3/1214:00,25.3,291,287,3.6,0,27
2018/3/1215:00,24.6,283,279,2.9,0,27
2018/3/1216:00,24.1,276,275,2.4,0,28
2018/3/1217:00,22.5,277,222,1.3,0,21
2018/3/1218:00,20.5,206,187,0.6,0,24
2018/3/1219:00,19.9,150,73,0.9,0,21
2018/3/1220:00,19.9,59,63,1.4,0,21
2018/3/1221:00,19.3,63,58,1.1,0,16
2018/3/1222:00,19.1,56,57,1.4,0,11
2018/3/1223:00,19.2,43,41,1.7,0,14
2018/3/1300:00,18.8,66,111,1.6,0,13
2018/3/1301:00,18.4,121,125,1,0,9
2018/3/1302:00,17.4,17,220,0.4,0,1
2018/3/1303:00,16.2,115,103,1.2,0,1
2018/3/1304:00,16.1,107,293,0.5,0,4
2018/3/1305:00,15.6,290,317,0.5,0,8
2018/3/1306:00,15.4,179,136,0.4,0,10
2018/3/1307:00,17.5,218,245,0.7,0,11
2018/3/1308:00,21.2,226,199,1.1,0,17
2018/3/1309:00,23.8,208,220,1.4,0,13
2018/3/1310:00,27.1,231,212,1.3,0,21
2018/3/1311:00,27.8,278,293,2.7,0,9
2018/3/1312:00,26.9,287,293,3.8,0,30
2018/3/1313:00,26.1,289,286,3.5,0,22
2018/3/1314:00,25.7,293,295,4.5,0,29
2018/3/1315:00,25.1,294,292,3.4,0,16
2018/3/1316:00,23.9,279,280,2.2,0,23
2018/3/1317:00,22.9,266,263,0.9,0,20
2018/3/1318:00,21.4,270,280,0.9,0,25
2018/3/1319:00,20.4,226,209,0.7,0,27
2018/3/1320:00,19.7,255,282,0.8,0,33
2018/3/1321:00,19.2,218,206,0.7,0,27
2018/3/1322:00,18.8,234,211,0.6,0,29
2018/3/1323:00,18.5,128,105,0.6,0,25
2018/3/1400:00,18.5,119,97,0.7,0,24
2018/3/1401:00,18.4,322,108,0.4,0,15
2018/3/1402:00,18.3,270,105,0.5,0,25
2018/3/1403:00,18.3,119,27,0.9,0,25
2018/3/1404:00,18,282,207,0.5,0,29
2018/3/1405:00,17.5,225,356,0.4,0,33
2018/3/1406:00,17.6,136,250,0.5,0,26
2018/3/1407:00,19.8,261,282,0.7,0,23
2018/3/1408:00,22.7,259,250,2.7,0,14
2018/3/1409:00,25.4,267,219,1.8,0,22
2018/3/1410:00,28.1,227,237,1.3,0,29
2018/3/1411:00,29.9,280,345,1.4,0,31
2018/3/1412:00,29.7,291,296,2.3,0,34
2018/3/1413:00,27.5,291,289,2.8,0,27
2018/3/1414:00,25.8,287,279,1.5,0,31
2018/3/1415:00,25.6,266,273,1.1,0,30
2018/3/1416:00,25.5,248,261,1.5,0,34
2018/3/1417:00,24,285,304,1.4,0,33
2018/3/1418:00,22.7,271,227,0.7,0,36
2018/3/1419:00,22.3,150,98,2,0,38
2018/3/1420:00,22.3,84,103,1.3,0,24
2018/3/1421:00,22.7,348,34,0.9,0,18
2018/3/1422:00,22.5,61,95,2.4,0,6
2018/3/1423:00,23.1,91,62,0.9,0,22
2018/3/1500:00,23.2,95,112,2.2,0,14
2018/3/1501:00,22.9,89,108,1.7,0,18
2018/3/1502:00,22.6,79,63,1.1,0,8
2018/3/1503:00,22.3,86,115,0.4,0,8
2018/3/1504:00,21.5,101,112,1.5,0,9
2018/3/1505:00,20.9,113,95,0.7,0,10
2018/3/1506:00,20.8,102,104,1.2,0,18
2018/3/1507:00,22,112,278,0.5,0,11
2018/3/1508:00,23.9,271,271,0.5,0,15
2018/3/1509:00,25.1,253,217,0.7,0,22
2018/3/1510:00,28,196,146,1.1,0,34
2018/3/1511:00,29.1,232,277,1.6,0,35
2018/3/1512:00,26.7,297,293,3.5,0,34
2018/3/1513:00,25.3,296,300,3.1,0,34
2018/3/1514:00,24,296,299,3.8,0,37
2018/3/1515:00,22.8,287,265,3.2,0,42
2018/3/1516:00,22.6,357,351,1.1,0,34
2018/3/1517:00,21.8,267,256,0.8,0,36
2018/3/1518:00,21.6,262,293,1.7,0,24
2018/3/1522:00,20,124,99,0.7,0,20
2018/3/1601:00,19.7,124,151,1.2,0,22
2018/3/1602:00,19.6,75,18,0.7,0,19
2018/3/1603:00,19.6,280,298,1.1,0,17
2018/3/1604:00,19.5,314,141,1.2,0,21
2018/3/1605:00,19.6,106,70,0.8,0,20
2018/3/1606:00,19.8,44,68,1.1,0,20
2018/3/1607:00,20.1,140,140,0.7,0,13
2018/3/1608:00,20.9,115,36,1.1,0,13
2018/3/1609:00,22.7,255,240,1.2,0,13
2018/3/1610:00,24.7,232,244,1.1,0,16
2018/3/1611:00,27.5,184,178,1.3,0,28
2018/3/1612:00,27,244,152,2.8,0,30
2018/3/1613:00,24.3,82,148,2.4,0,22
2018/3/1614:00,25.6,66,36,2.2,0,16
2018/3/1615:00,22.7,46,40,5.4,0,14
2018/3/1616:00,21.1,46,59,2.1,0,16
2018/3/1617:00,20.5,49,108,1.5,0,9
2018/3/1618:00,20.3,150,101,1.8,0,9
2018/3/1619:00,20.4,116,152,1.6,0,8
2018/3/1620:00,20,142,122,2,0,8
2018/3/1621:00,19.8,108,52,2.5,0,3
2018/3/1622:00,19.7,108,105,1.1,0,7
2018/3/1623:00,19.7,52,45,2.7,0,4
2018/3/1700:00,19.4,56,73,2.4,0,1
2018/3/1701:00,19,53,38,4.9,0,2
2018/3/1702:00,19.1,82,88,1.7,0,8
2018/3/1703:00,19.2,95,26,0.8,0,12
2018/3/1704:00,19.7,59,47,1.2,0,8
2018/3/1705:00,19.9,99,189,1.1,0,7
2018/3/1706:00,20,109,127,0.7,0,8
2018/3/1707:00,20.6,46,43,2.3,0,9
2018/3/1708:00,21.5,44,40,3.1,0,5
2018/3/1709:00,21.4,62,90,1.6,0,1
2018/3/1710:00,22.5,99,88,2.9,0,2
2018/3/1711:00,23.6,79,92,2.6,0,7
2018/3/1712:00,22.8,76,60,2.8,0,11
2018/3/1713:00,22.6,77,84,3.2,0,7
2018/3/1714:00,23.2,79,96,3.8,0,1
2018/3/1715:00,23.1,89,100,3.3,0,1
2018/3/1716:00,22.2,95,101,3.6,0,6
2018/3/1717:00,21.5,101,103,2.5,0,14
